order_item_id,order_id,product_id,quantity,unit_price,item_total
ITEM0000049,ORD000024,PROD00463,2,925.21,1850.42
ITEM0000050,ORD000025,PROD00442,1,166.35,166.35
ITEM0000051,ORD000025,PROD00835,2,1190.57,2381.14
ITEM0000052,ORD000025,PROD00933,1,1031.13,1031.13
ITEM0000053,ORD000025,PROD00773,3,693.14,2079.42
ITEM0000054,ORD000026,PROD00635,3,1030.83,3092.49
ITEM0000055,ORD000026,PROD00176,2,1009.33,2018.66
ITEM0000056,ORD000026,PROD00353,1,1107.04,1107.04
ITEM0000057,ORD000027,PROD00098,1,1027.94,1027.94
ITEM0000058,ORD000028,PROD00859,1,549.64,549.64
ITEM0000059,ORD000028,PROD00658,1,678.2,678.2
ITEM0000060,ORD000029,PROD00465,1,322.53,322.53
ITEM0000061,ORD000029,PROD00273,1,292.22,292.22
ITEM0000062,ORD000030,PROD00492,2,232.58,465.16
ITEM0000063,ORD000030,PROD00013,2,1029.66,2059.32
ITEM0000064,ORD000030,PROD00043,1,572.78,572.78
ITEM0000065,ORD000031,PROD00711,3,592.66,1777.98
ITEM0000066,ORD000031,PROD00246,1,856.27,856.27
ITEM0000067,ORD000031,PROD00447,2,633.62,1267.24
ITEM0000068,ORD000032,PROD00100,1,828.99,828.99
ITEM0000069,ORD000033,PROD00221,1,579.57,579.57
ITEM0000070,ORD000033,PROD00889,1,430.86,430.86
ITEM0000071,ORD000034,PROD00874,1,1010.82,1010.82
ITEM0000072,ORD000034,PROD00604,1,579.49,579.49
ITEM0000073,ORD000035,PROD00427,1,1134.59,1134.59
ITEM0000074,ORD000035,PROD00184,2,634.05,1268.1
ITEM0000075,ORD000036,PROD00165,1,554.61,554.61
ITEM0000076,ORD000037,PROD00152,1,885.29,885.29
ITEM0000077,ORD000037,PROD00669,2,951.45,1902.9
ITEM0000078,ORD000038,PROD00559,1,771.54,771.54
ITEM0000079,ORD000038,PROD00231,2,840.93,1681.86
ITEM0000080,ORD000039,PROD00225,1,1083.39,1083.39
ITEM0000081,ORD000039,PROD00572,2,493.56,987.12
ITEM0000082,ORD000040,PROD00270,1,240.79,240.79
ITEM0000083,ORD000040,PROD00299,1,928.68,928.68
ITEM0000084,ORD000041,PROD00235,1,1133.54,1133.54
ITEM0000085,ORD000041,PROD00687,1,1151.92,1151.92
ITEM0000086,ORD000042,PROD00329,2,594.83,1189.66
ITEM0000087,ORD000042,PROD00942,1,988.91,988.91
ITEM0000088,ORD000043,PROD00941,1,961.85,961.85
ITEM0000089,ORD000044,PROD00054,1,502.56,502.56
ITEM0000090,ORD000045,PROD00225,3,1083.39,3250.17
ITEM0000091,ORD000045,PROD00009,1,392.83,392.83
ITEM0000092,ORD000045,PROD00065,1,531.25,531.25
ITEM0000093,ORD000046,PROD00618,1,1060.82,1060.82
ITEM0000094,ORD000046,PROD00809,3,649.42,1948.26
ITEM0000095,ORD000047,PROD00355,3,844.25,2532.75
ITEM0000096,ORD000047,PROD00879,2,890.34,1780.68
ITEM0000097,ORD000047,PROD00991,1,1015.13,1015.13
ITEM0000098,ORD000048,PROD00412,1,249.48,249.48
ITEM0000099,ORD000048,PROD00919,2,354.81,709.62
ITEM0000100,ORD000048,PROD00856,3,859.5,2578.5
ITEM0000101,ORD000049,PROD00296,1,563.13,563.13
ITEM0000102,ORD000049,PROD00607,2,381.4,762.8
ITEM0000103,ORD000049,PROD00966,2,581.46,1162.92
ITEM0000104,ORD000050,PROD00505,1,625.64,625.64
ITEM0000105,ORD000050,PROD00466,1,304.39,304.39
ITEM0000106,ORD000050,PROD00102,1,1161.62,1161.62
ITEM0000107,ORD000050,PROD00143,1,983.53,983.53
ITEM0000108,ORD000051,PROD00574,1,648.76,648.76
ITEM0000109,ORD000051,PROD00932,1,876.73,876.73
ITEM0000110,ORD000052,PROD00468,2,573.27,1146.54
ITEM0000111,ORD000053,PROD00194,2,668.4,1336.8
ITEM0000112,ORD000054,PROD00791,2,349.1,698.2
ITEM0000113,ORD000054,PROD00321,2,134.17,268.34
ITEM0000114,ORD000055,PROD00861,1,477.32,477.32
ITEM0000115,ORD000055,PROD00197,2,393.33,786.66
ITEM0000116,ORD000055,PROD00895,2,1050.92,2101.84
ITEM0000117,ORD000056,PROD00460,1,183.99,183.99
ITEM0000118,ORD000056,PROD00259,3,695.52,2086.56
ITEM0000119,ORD000056,PROD00179,1,1066.23,1066.23
ITEM0000120,ORD000057,PROD00918,3,953.56,2860.68
ITEM0000121,ORD000057,PROD00502,1,534.92,534.92
ITEM0000122,ORD000057,PROD00796,1,921.22,921.22
ITEM0000123,ORD000058,PROD00929,1,970.73,970.73
ITEM0000124,ORD000059,PROD00674,3,709.44,2128.32
ITEM0000125,ORD000060,PROD00131,3,553.33,1659.99
ITEM0000126,ORD000060,PROD00054,2,502.56,1005.12
ITEM0000127,ORD000060,PROD00707,2,785.1,1570.2
ITEM0000128,ORD000061,PROD00587,1,861.51,861.51
ITEM0000129,ORD000061,PROD00596,1,121.34,121.34
ITEM0000130,ORD000062,PROD00005,1,130.35,130.35
ITEM0000131,ORD000063,PROD00895,1,1050.92,1050.92
ITEM0000132,ORD000064,PROD00866,2,474.12,948.24
ITEM0000133,ORD000064,PROD00462,1,279.61,279.61
ITEM0000134,ORD000065,PROD00034,1,168.4,168.4
ITEM0000135,ORD000066,PROD00048,1,324.42,324.42
ITEM0000136,ORD000067,PROD00119,2,935.66,1871.32
ITEM0000137,ORD000067,PROD00310,2,899.18,1798.36
ITEM0000138,ORD000068,PROD00160,3,941.37,2824.11
ITEM0000139,ORD000068,PROD00089,3,964.55,2893.65
ITEM0000140,ORD000069,PROD00515,1,1080.07,1080.07
ITEM0000141,ORD000069,PROD00725,1,815.35,815.35
ITEM0000142,ORD000070,PROD00384,1,517.52,517.52
ITEM0000143,ORD000070,PROD00474,1,512.45,512.45
ITEM0000144,ORD000070,PROD00695,1,358.75,358.75
ITEM0000145,ORD000071,PROD00718,1,510.75,510.75
ITEM0000146,ORD000072,PROD00002,1,971.26,971.26
ITEM0000147,ORD000073,PROD00509,2,1042.78,2085.56
ITEM0000148,ORD000073,PROD00744,1,465.7,465.7
ITEM0000149,ORD000074,PROD00475,3,1047.8,3143.4
ITEM0000150,ORD000074,PROD00748,1,941.89,941.89
ITEM0000151,ORD000074,PROD00816,1,1153.03,1153.03
ITEM0000152,ORD000075,PROD00592,2,524.94,1049.88
ITEM0000153,ORD000075,PROD00930,2,795.96,1591.92
ITEM0000154,ORD000076,PROD00802,3,1013.35,3040.05
ITEM0000155,ORD000076,PROD00542,1,835.36,835.36
ITEM0000156,ORD000076,PROD00430,1,831.03,831.03
ITEM0000157,ORD000077,PROD00854,1,714.54,714.54
ITEM0000158,ORD000077,PROD00807,1,531.95,531.95
ITEM0000159,ORD000078,PROD00281,1,1108.35,1108.35
ITEM0000160,ORD000078,PROD00848,1,242.21,242.21
ITEM0000161,ORD000079,PROD00812,2,273.2,546.4
ITEM0000162,ORD000080,PROD00107,2,741.48,1482.96
ITEM0000163,ORD000080,PROD00849,1,237.12,237.12
ITEM0000164,ORD000080,PROD00941,2,961.85,1923.7
ITEM0000165,ORD000081,PROD00689,2,1094.65,2189.3
ITEM0000166,ORD000081,PROD00724,1,962.62,962.62
ITEM0000167,ORD000082,PROD00713,1,174.18,174.18
ITEM0000168,ORD000082,PROD00225,2,1083.39,2166.78
ITEM0000169,ORD000083,PROD00626,2,786.42,1572.84
ITEM0000170,ORD000083,PROD00392,1,967.45,967.45
ITEM0000171,ORD000083,PROD00457,1,617.94,617.94
ITEM0000172,ORD000083,PROD00973,1,1000.79,1000.79
ITEM0000173,ORD000084,PROD00714,3,1072.52,3217.56
ITEM0000174,ORD000085,PROD00249,1,606.64,606.64
ITEM0000175,ORD000085,PROD00351,2,936.06,1872.12
ITEM0000176,ORD000086,PROD00710,1,620.45,620.45
ITEM0000177,ORD000087,PROD00225,1,1083.39,1083.39
ITEM0000178,ORD000087,PROD00899,3,1080.16,3240.48
ITEM0000179,ORD000088,PROD00574,3,648.76,1946.28
ITEM0000180,ORD000089,PROD00019,1,1196.29,1196.29
ITEM0000181,ORD000089,PROD00782,1,527.29,527.29
ITEM0000182,ORD000090,PROD00236,2,1058.34,2116.68
ITEM0000183,ORD000090,PROD00098,1,1027.94,1027.94
ITEM0000184,ORD000091,PROD00427,3,1134.59,3403.77
ITEM0000185,ORD000091,PROD00999,2,1098.63,2197.26
ITEM0000186,ORD000091,PROD00005,1,130.35,130.35
ITEM0000187,ORD000092,PROD00420,1,276.31,276.31
ITEM0000188,ORD000092,PROD00910,1,124.24,124.24
ITEM0000189,ORD000093,PROD00010,1,629.26,629.26
ITEM0000190,ORD000093,PROD00890,2,153.07,306.14
ITEM0000191,ORD000093,PROD00537,1,1141.89,1141.89
ITEM0000192,ORD000094,PROD00214,1,279.55,279.55
ITEM0000193,ORD000094,PROD00097,3,260.28,780.84
ITEM0000194,ORD000094,PROD00489,3,451.69,1355.07
ITEM0000195,ORD000095,PROD00944,3,630.75,1892.25
ITEM0000196,ORD000095,PROD00976,2,392.42,784.84
ITEM0000197,ORD000095,PROD00689,2,1094.65,2189.3
ITEM0000198,ORD000096,PROD00823,2,1158.01,2316.02
ITEM0000199,ORD000097,PROD00323,2,962.23,1924.46
ITEM0000200,ORD000098,PROD00712,1,1043.9,1043.9
ITEM0000201,ORD000098,PROD00329,1,594.83,594.83
ITEM0000202,ORD000098,PROD00624,2,258.41,516.82
ITEM0000203,ORD000099,PROD00900,2,610.39,1220.78
ITEM0000204,ORD000100,PROD00607,1,381.4,381.4
ITEM0000205,ORD000100,PROD00537,2,1141.89,2283.78
ITEM0000206,ORD000100,PROD00409,2,832.48,1664.96
ITEM0000207,ORD000101,PROD00223,1,598.29,598.29
ITEM0000208,ORD000102,PROD00764,3,480.81,1442.43
ITEM0000209,ORD000102,PROD00476,1,625.48,625.48
ITEM0000210,ORD000102,PROD00784,1,776.75,776.75
ITEM0000211,ORD000102,PROD00831,1,1197.52,1197.52
ITEM0000212,ORD000103,PROD00265,2,746.61,1493.22
ITEM0000213,ORD000103,PROD00139,1,334.47,334.47
ITEM0000214,ORD000103,PROD00893,3,663.84,1991.52
ITEM0000215,ORD000104,PROD00028,2,975.59,1951.18
ITEM0000216,ORD000105,PROD00812,1,273.2,273.2
ITEM0000217,ORD000106,PROD00285,3,1170.44,3511.32
ITEM0000218,ORD000106,PROD00300,2,1064.21,2128.42
ITEM0000219,ORD000107,PROD00858,2,621.48,1242.96
ITEM0000220,ORD000107,PROD00620,1,363.39,363.39
ITEM0000221,ORD000108,PROD00076,2,778.6,1557.2
ITEM0000222,ORD000109,PROD00442,2,166.35,332.7
ITEM0000223,ORD000109,PROD00577,2,1182.55,2365.1
ITEM0000224,ORD000110,PROD00816,2,1153.03,2306.06
ITEM0000225,ORD000110,PROD00769,2,803.33,1606.66
ITEM0000226,ORD000111,PROD00738,2,293.05,586.1
ITEM0000227,ORD000112,PROD00565,2,737.16,1474.32
ITEM0000228,ORD000113,PROD00497,2,586.61,1173.22
ITEM0000229,ORD000113,PROD00293,1,901.57,901.57
ITEM0000230,ORD000114,PROD00746,2,242.84,485.68
ITEM0000231,ORD000115,PROD00297,2,664.99,1329.98
ITEM0000232,ORD000115,PROD00926,2,585.45,1170.9
ITEM0000233,ORD000116,PROD00265,1,746.61,746.61
ITEM0000234,ORD000116,PROD00749,3,321.21,963.63
ITEM0000235,ORD000116,PROD00833,1,1163.71,1163.71
ITEM0000236,ORD000117,PROD00895,1,1050.92,1050.92
ITEM0000237,ORD000117,PROD00350,1,190.95,190.95
ITEM0000238,ORD000118,PROD00696,1,612.14,612.14
ITEM0000239,ORD000119,PROD00107,1,741.48,741.48
ITEM0000240,ORD000119,PROD00128,2,702.22,1404.44
ITEM0000241,ORD000119,PROD00349,1,241.96,241.96
ITEM0000242,ORD000120,PROD00435,1,567.53,567.53
ITEM0000243,ORD000120,PROD00842,2,858.43,1716.86
ITEM0000244,ORD000120,PROD00894,2,1035.33,2070.66
ITEM0000245,ORD000121,PROD00751,2,841.99,1683.98
ITEM0000246,ORD000122,PROD00438,2,859.85,1719.7
ITEM0000247,ORD000123,PROD00364,1,1081.89,1081.89
ITEM0000248,ORD000123,PROD00640,2,731.49,1462.98
ITEM0000249,ORD000124,PROD00263,1,137.48,137.48
ITEM0000250,ORD000125,PROD00312,3,799.92,2399.76
ITEM0000251,ORD000125,PROD00236,2,1058.34,2116.68
ITEM0000252,ORD000125,PROD00227,1,1197.74,1197.74
ITEM0000253,ORD000126,PROD00478,1,1129.37,1129.37
ITEM0000254,ORD000127,PROD00266,2,268.81,537.62
ITEM0000255,ORD000127,PROD00390,2,912.64,1825.28
ITEM0000256,ORD000128,PROD00030,3,208.16,624.48
ITEM0000257,ORD000128,PROD00344,3,1067.33,3201.99
ITEM0000258,ORD000128,PROD00965,1,1017.22,1017.22
ITEM0000259,ORD000129,PROD00176,3,1009.33,3027.99
ITEM0000260,ORD000129,PROD00329,3,594.83,1784.49
ITEM0000261,ORD000130,PROD00290,1,861.59,861.59
ITEM0000262,ORD000130,PROD00611,1,597.39,597.39
ITEM0000263,ORD000130,PROD00416,2,845.04,1690.08
ITEM0000264,ORD000131,PROD00681,3,546.91,1640.73
ITEM0000265,ORD000132,PROD00799,2,714.88,1429.76
ITEM0000266,ORD000133,PROD00441,1,493.82,493.82
ITEM0000267,ORD000133,PROD00116,2,193.09,386.18
ITEM0000268,ORD000133,PROD00794,1,1108.25,1108.25
ITEM0000269,ORD000134,PROD00175,1,1190.02,1190.02
ITEM0000270,ORD000135,PROD00020,3,715.65,2146.95
ITEM0000271,ORD000135,PROD00446,2,214.71,429.42
ITEM0000272,ORD000136,PROD00385,1,845.04,845.04
ITEM0000273,ORD000136,PROD00005,3,130.35,391.05
ITEM0000274,ORD000136,PROD00925,1,381.22,381.22
ITEM0000275,ORD000137,PROD00601,2,775.29,1550.58
ITEM0000276,ORD000137,PROD00974,2,789.85,1579.7
ITEM0000277,ORD000138,PROD00681,3,546.91,1640.73
ITEM0000278,ORD000138,PROD00212,2,153.21,306.42
ITEM0000279,ORD000138,PROD00144,2,618.87,1237.74
ITEM0000280,ORD000139,PROD00172,1,744.79,744.79
ITEM0000281,ORD000140,PROD00887,2,991.07,1982.14
ITEM0000282,ORD000140,PROD00575,1,1164.54,1164.54
ITEM0000283,ORD000140,PROD00681,1,546.91,546.91
ITEM0000284,ORD000140,PROD00488,3,397.53,1192.59
ITEM0000285,ORD000141,PROD00002,1,971.26,971.26
ITEM0000286,ORD000141,PROD00176,3,1009.33,3027.99
ITEM0000287,ORD000142,PROD00426,1,206.64,206.64
ITEM0000288,ORD000142,PROD00833,1,1163.71,1163.71
ITEM0000289,ORD000143,PROD00582,3,885.57,2656.71
ITEM0000290,ORD000144,PROD00367,3,1004.92,3014.76
ITEM0000291,ORD000145,PROD00194,2,668.4,1336.8
ITEM0000292,ORD000145,PROD00057,1,795.72,795.72
ITEM0000293,ORD000146,PROD00789,2,911.3,1822.6
ITEM0000294,ORD000146,PROD00051,1,688.53,688.53
ITEM0000295,ORD000147,PROD00542,1,835.36,835.36
ITEM0000296,ORD000148,PROD00560,3,525.49,1576.47
ITEM0000297,ORD000148,PROD00538,1,343.56,343.56
ITEM0000298,ORD000149,PROD00322,2,461.05,922.1
ITEM0000299,ORD000149,PROD00474,3,512.45,1537.35
ITEM0000300,ORD000149,PROD00026,1,435.76,435.76
ITEM0000301,ORD000150,PROD00710,1,620.45,620.45
ITEM0000302,ORD000151,PROD00170,2,489.44,978.88
ITEM0000303,ORD000151,PROD00671,1,702.66,702.66
ITEM0000304,ORD000152,PROD00895,1,1050.92,1050.92
ITEM0000305,ORD000152,PROD00459,2,832.24,1664.48
ITEM0000306,ORD000153,PROD00930,1,795.96,795.96
ITEM0000307,ORD000153,PROD00346,1,161.02,161.02
ITEM0000308,ORD000153,PROD00084,1,179.35,179.35
ITEM0000309,ORD000154,PROD00254,1,1168.79,1168.79
ITEM0000310,ORD000154,PROD00410,2,226.4,452.8
ITEM0000311,ORD000155,PROD00780,1,654.08,654.08
ITEM0000312,ORD000156,PROD00099,1,969.92,969.92
ITEM0000313,ORD000157,PROD00058,2,280.28,560.56
ITEM0000314,ORD000157,PROD00720,1,240.06,240.06
ITEM0000315,ORD000157,PROD00661,2,245.1,490.2
ITEM0000316,ORD000158,PROD00113,2,404.66,809.32
ITEM0000317,ORD000158,PROD00315,1,1088.9,1088.9
ITEM0000318,ORD000159,PROD00112,2,582.39,1164.78
ITEM0000319,ORD000160,PROD00240,2,776.08,1552.16
ITEM0000320,ORD000160,PROD00296,2,563.13,1126.26
ITEM0000321,ORD000161,PROD00839,1,666.3,666.3
ITEM0000322,ORD000161,PROD00068,2,632.62,1265.24
ITEM0000323,ORD000162,PROD00208,2,1032.12,2064.24
ITEM0000324,ORD000162,PROD00861,2,477.32,954.64
ITEM0000325,ORD000163,PROD00672,3,215.29,645.87
ITEM0000326,ORD000163,PROD00890,2,153.07,306.14
ITEM0000327,ORD000163,PROD00565,1,737.16,737.16
ITEM0000328,ORD000164,PROD00040,1,376.47,376.47
ITEM0000329,ORD000164,PROD00059,2,854.09,1708.18
ITEM0000330,ORD000164,PROD00914,1,174.66,174.66
ITEM0000331,ORD000165,PROD00982,1,362.06,362.06
ITEM0000332,ORD000165,PROD00447,2,633.62,1267.24
ITEM0000333,ORD000165,PROD00164,1,817.35,817.35
ITEM0000334,ORD000166,PROD00205,1,1072.18,1072.18
ITEM0000335,ORD000167,PROD00359,2,725.49,1450.98
ITEM0000336,ORD000167,PROD00021,3,876.52,2629.56
ITEM0000337,ORD000167,PROD00892,2,356.35,712.7
ITEM0000338,ORD000168,PROD00177,2,925.4,1850.8
ITEM0000339,ORD000169,PROD00977,2,196.71,393.42
ITEM0000340,ORD000169,PROD00183,1,187.02,187.02
ITEM0000341,ORD000170,PROD00019,1,1196.29,1196.29
ITEM0000342,ORD000170,PROD00217,2,885.4,1770.8
ITEM0000343,ORD000171,PROD00151,3,1039.55,3118.65
ITEM0000344,ORD000172,PROD00950,2,275.69,551.38
ITEM0000345,ORD000172,PROD00467,1,1059.95,1059.95
ITEM0000346,ORD000172,PROD00799,1,714.88,714.88
ITEM0000347,ORD000173,PROD00479,2,980.33,1960.66
ITEM0000348,ORD000173,PROD00697,1,477.48,477.48
ITEM0000349,ORD000173,PROD00573,3,787.48,2362.44
ITEM0000350,ORD000174,PROD00725,2,815.35,1630.7
ITEM0000351,ORD000174,PROD00561,1,501.43,501.43
ITEM0000352,ORD000175,PROD00367,1,1004.92,1004.92
ITEM0000353,ORD000175,PROD00374,3,425.27,1275.81
ITEM0000354,ORD000175,PROD00270,2,240.79,481.58
ITEM0000355,ORD000176,PROD00720,1,240.06,240.06
ITEM0000356,ORD000176,PROD00442,2,166.35,332.7
ITEM0000357,ORD000177,PROD00320,1,891.0,891.0
ITEM0000358,ORD000177,PROD00469,1,826.94,826.94
ITEM0000359,ORD000177,PROD00837,2,1039.98,2079.96
ITEM0000360,ORD000178,PROD00108,1,545.78,545.78
ITEM0000361,ORD000179,PROD00253,2,239.93,479.86
ITEM0000362,ORD000179,PROD00323,2,962.23,1924.46
ITEM0000363,ORD000180,PROD00671,2,702.66,1405.32
ITEM0000364,ORD000180,PROD00512,2,1152.91,2305.82
ITEM0000365,ORD000181,PROD00768,2,471.16,942.32
ITEM0000366,ORD000181,PROD00349,1,241.96,241.96
ITEM0000367,ORD000181,PROD00420,3,276.31,828.93
ITEM0000368,ORD000182,PROD00001,1,583.6,583.6
ITEM0000369,ORD000183,PROD00833,1,1163.71,1163.71
ITEM0000370,ORD000183,PROD00045,2,992.11,1984.22
ITEM0000371,ORD000184,PROD00209,1,847.9,847.9
ITEM0000372,ORD000184,PROD00921,1,417.08,417.08
ITEM0000373,ORD000184,PROD00930,2,795.96,1591.92
ITEM0000374,ORD000185,PROD00406,2,142.31,284.62
ITEM0000375,ORD000185,PROD00053,3,950.43,2851.29
ITEM0000376,ORD000186,PROD00871,3,1002.01,3006.03
ITEM0000377,ORD000186,PROD00142,2,593.84,1187.68
ITEM0000378,ORD000186,PROD00401,2,299.67,599.34
ITEM0000379,ORD000187,PROD00849,1,237.12,237.12
ITEM0000380,ORD000187,PROD00056,1,1136.59,1136.59
ITEM0000381,ORD000187,PROD00758,2,916.96,1833.92
ITEM0000382,ORD000188,PROD00810,1,386.08,386.08
ITEM0000383,ORD000188,PROD00035,1,1154.09,1154.09
ITEM0000384,ORD000189,PROD00901,1,419.4,419.4
ITEM0000385,ORD000189,PROD00374,3,425.27,1275.81
ITEM0000386,ORD000190,PROD00577,1,1182.55,1182.55
ITEM0000387,ORD000190,PROD00156,2,139.79,279.58
ITEM0000388,ORD000191,PROD00239,2,1033.64,2067.28
ITEM0000389,ORD000191,PROD00318,2,464.44,928.88
ITEM0000390,ORD000192,PROD00739,2,878.28,1756.56
ITEM0000391,ORD000192,PROD00145,1,280.6,280.6
ITEM0000392,ORD000192,PROD00895,2,1050.92,2101.84
ITEM0000393,ORD000193,PROD00243,1,851.89,851.89
ITEM0000394,ORD000193,PROD00215,2,994.42,1988.84
ITEM0000395,ORD000194,PROD00640,1,731.49,731.49
ITEM0000396,ORD000195,PROD00158,1,906.05,906.05
ITEM0000397,ORD000195,PROD00659,1,1080.37,1080.37
ITEM0000398,ORD000195,PROD00873,1,617.75,617.75
ITEM0000399,ORD000196,PROD00895,1,1050.92,1050.92
ITEM0000400,ORD000196,PROD00653,2,610.05,1220.1
ITEM0000401,ORD000197,PROD00777,3,556.2,1668.6
ITEM0000402,ORD000198,PROD00559,1,771.54,771.54
ITEM0000403,ORD000198,PROD00243,1,851.89,851.89
ITEM0000404,ORD000199,PROD00583,1,1159.81,1159.81
ITEM0000405,ORD000200,PROD00631,1,237.34,237.34
ITEM0000406,ORD000200,PROD00149,2,637.7,1275.4
ITEM0000407,ORD000201,PROD00061,1,1061.88,1061.88
ITEM0000408,ORD000202,PROD00516,1,954.0,954.0
ITEM0000409,ORD000203,PROD00042,3,650.45,1951.35
ITEM0000410,ORD000203,PROD00743,2,459.98,919.96
ITEM0000411,ORD000204,PROD00242,1,181.04,181.04
ITEM0000412,ORD000205,PROD00119,1,935.66,935.66
ITEM0000413,ORD000205,PROD00190,3,609.27,1827.81
ITEM0000414,ORD000205,PROD00491,1,305.56,305.56
ITEM0000415,ORD000205,PROD00958,3,244.07,732.21
ITEM0000416,ORD000206,PROD00828,2,252.56,505.12
ITEM0000417,ORD000206,PROD00020,3,715.65,2146.95
ITEM0000418,ORD000206,PROD00419,3,226.8,680.4
ITEM0000419,ORD000207,PROD00736,1,267.87,267.87
ITEM0000420,ORD000207,PROD00269,3,792.58,2377.74
ITEM0000421,ORD000207,PROD00378,2,863.69,1727.38
ITEM0000422,ORD000208,PROD00559,3,771.54,2314.62
ITEM0000423,ORD000208,PROD00566,2,1184.99,2369.98
ITEM0000424,ORD000209,PROD00446,2,214.71,429.42
ITEM0000425,ORD000210,PROD00197,1,393.33,393.33
ITEM0000426,ORD000211,PROD00571,1,1028.51,1028.51
ITEM0000427,ORD000211,PROD00663,1,260.75,260.75
ITEM0000428,ORD000211,PROD00014,1,926.13,926.13
ITEM0000429,ORD000212,PROD00787,2,645.54,1291.08
ITEM0000430,ORD000212,PROD00885,2,982.76,1965.52
ITEM0000431,ORD000213,PROD00757,1,977.16,977.16
ITEM0000432,ORD000213,PROD00322,2,461.05,922.1
ITEM0000433,ORD000214,PROD00628,3,523.92,1571.76
ITEM0000434,ORD000214,PROD00712,1,1043.9,1043.9
ITEM0000435,ORD000215,PROD00006,1,1163.73,1163.73
ITEM0000436,ORD000215,PROD00859,2,549.64,1099.28
ITEM0000437,ORD000215,PROD00505,3,625.64,1876.92
ITEM0000438,ORD000216,PROD00629,1,995.24,995.24
ITEM0000439,ORD000216,PROD00698,1,889.63,889.63
ITEM0000440,ORD000217,PROD00964,1,673.04,673.04
ITEM0000441,ORD000217,PROD00332,1,338.99,338.99
ITEM0000442,ORD000218,PROD00004,1,1049.66,1049.66
ITEM0000443,ORD000219,PROD00254,2,1168.79,2337.58
ITEM0000444,ORD000219,PROD00449,1,716.13,716.13
ITEM0000445,ORD000220,PROD00322,2,461.05,922.1
ITEM0000446,ORD000220,PROD00334,1,869.05,869.05
ITEM0000447,ORD000221,PROD00466,2,304.39,608.78
ITEM0000448,ORD000221,PROD00789,1,911.3,911.3
ITEM0000449,ORD000222,PROD00651,1,450.2,450.2
ITEM0000450,ORD000223,PROD00534,1,819.58,819.58
ITEM0000451,ORD000223,PROD00730,2,929.59,1859.18
ITEM0000452,ORD000223,PROD00461,1,1154.21,1154.21
ITEM0000453,ORD000224,PROD00204,1,710.88,710.88
